street,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,roof_style,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,total_bsmt_sf,heating,heating_qc,central_air,gr_liv_area,full_bath,kitchen_qual,fireplace_qu,garage_type,garage_finish,sale_type,saleprice,house_age,age_at_remod,total_baths,garage_overall
Pave,Lvl,Corner,Edwards,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,BrkFace,174.0,2.0,CBlock,3.0,1143.0,GasA,2.0,Y,1113,1,2.0,2.0,Attchd,2.0,WD ,148000,31,31,3.0,3.0
Pave,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,None,0.0,2.0,CBlock,3.0,740.0,GasA,4.0,Y,778,1,2.0,4.0,Detchd,3.0,WD ,120500,68,53,1.0,5.0
Pave,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,Gable,CompShg,VinylSd,None,0.0,2.0,BrkTil,3.0,778.0,GasA,2.0,Y,1489,2,2.0,4.0,Detchd,1.0,WD ,139500,69,59,2.0,3.0
Pave,Lvl,Inside,Edwards,Norm,1Fam,1Story,9,Hip,CompShg,CemntBd,Stone,340.0,4.0,PConc,5.0,1698.0,GasA,4.0,Y,1698,2,4.0,4.0,Attchd,3.0,WD ,320000,2,1,3.0,9.0
Pave,Bnk,Inside,Sawyer,Feedr,1Fam,2Story,7,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,1005.0,GasA,2.0,Y,2267,1,2.0,4.0,Attchd,3.0,WD ,219000,70,27,3.0,6.0
Pave,Low,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,None,0.0,2.0,CBlock,4.0,864.0,GasA,2.0,Y,902,1,2.0,0.0,Attchd,1.0,WD ,131000,23,23,2.0,6.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,738.0,GasA,4.0,Y,1495,2,3.0,4.0,Attchd,2.0,New,171925,1,1,3.0,6.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,None,0.0,3.0,PConc,4.0,1348.0,GasA,3.0,Y,1384,2,3.0,0.0,Attchd,1.0,WD ,177900,12,11,3.0,6.0
Pave,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,2.0,BrkTil,3.0,585.0,GasA,2.0,N,1436,1,2.0,4.0,Detchd,1.0,CWD,141500,86,57,1.0,3.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,952.0,GasA,3.0,Y,1636,2,2.0,3.0,Attchd,3.0,WD ,191000,11,10,4.0,6.0
Pave,Lvl,Inside,SawyerW,RRAe,1Fam,1Story,6,Gable,CompShg,VinylSd,None,0.0,2.0,PConc,4.0,1158.0,GasA,4.0,Y,1158,1,3.0,0.0,Detchd,1.0,New,158000,2,2,3.0,6.0
Pave,HLS,Inside,Timber,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,Stone,274.0,3.0,PConc,4.0,1638.0,GasA,4.0,Y,1646,2,3.0,4.0,Attchd,2.0,New,248900,1,0,2.0,9.0
Pave,Lvl,Corner,SWISU,Feedr,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,BrkFace,252.0,2.0,BrkTil,4.0,731.0,GasA,4.0,Y,1768,1,3.0,3.0,Detchd,1.0,WD ,175000,70,57,3.0,3.0
Pave,Lvl,Inside,NAmes,RRAn,2fmCon,1Story,6,Hip,CompShg,BrkFace,None,0.0,2.0,PConc,3.0,1187.0,GasA,4.0,Y,1565,2,3.0,3.0,Attchd,2.0,WD ,185900,41,6,3.0,3.0
Pave,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,7,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,4.0,880.0,GasW,1.0,N,1768,1,2.0,3.0,Detchd,1.0,WD ,163000,92,36,2.0,6.0
Pave,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,5,Gable,CompShg,WdShing,None,0.0,1.0,CBlock,3.0,660.0,GasA,2.0,N,1396,2,2.0,0.0,NoGarage,0.0,WD ,115000,55,55,2.0,0.0
Pave,Lvl,Inside,Sawyer,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,BrkFace,39.0,2.0,CBlock,3.0,1008.0,GasA,2.0,Y,1096,1,2.0,2.0,Attchd,1.0,WD ,157500,30,30,2.0,6.0
Pave,Lvl,CulDSac,Gilbert,RRNn,1Fam,2Story,7,Gable,CompShg,VinylSd,BrkFace,210.0,3.0,PConc,4.0,1177.0,GasA,4.0,Y,2312,2,3.0,3.0,BuiltIn,3.0,WD ,245000,10,10,4.0,9.0
Pave,HLS,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CompShg,HdBoard,None,0.0,3.0,PConc,4.0,1337.0,GasA,3.0,Y,1337,2,3.0,3.0,Attchd,2.0,WD ,180000,15,15,3.0,6.0
Pave,Lvl,FR2,Somerst,Norm,TwnhsE,2Story,7,Gable,CompShg,MetalSd,None,0.0,3.0,PConc,4.0,551.0,GasA,4.0,Y,1102,2,3.0,0.0,Detchd,1.0,WD ,148800,3,3,3.0,6.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1128.0,GasA,4.0,Y,2031,2,3.0,4.0,Attchd,2.0,WD ,237000,6,6,4.0,6.0
Pave,Bnk,Inside,SWISU,Norm,1Fam,1Story,2,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,290.0,GasA,2.0,N,438,1,1.0,0.0,Detchd,1.0,WD ,60000,89,59,1.0,3.0
Pave,Lvl,Inside,Edwards,Norm,1Fam,SFoyer,5,Gable,CompShg,HdBoard,BrkFace,222.0,2.0,CBlock,4.0,456.0,GasA,4.0,Y,1033,1,2.0,0.0,BuiltIn,2.0,WD ,165000,32,32,2.0,4.0
Pave,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1129.0,GasA,4.0,Y,2327,2,3.0,4.0,BuiltIn,2.0,WD ,240000,5,5,3.0,6.0
Pave,Lvl,Corner,Gilbert,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,BrkFace,52.0,2.0,PConc,4.0,1168.0,GasA,3.0,Y,1187,2,3.0,0.0,Attchd,2.0,WD ,160000,15,14,2.0,6.0
Pave,Bnk,Corner,SWISU,Feedr,2fmCon,1.5Fin,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,780.0,GasA,2.0,N,1340,1,2.0,0.0,Attchd,1.0,WD ,128000,61,56,2.0,3.0
Pave,Lvl,Inside,Edwards,Norm,Duplex,1Story,4,Gable,CompShg,AsbShng,None,0.0,2.0,PConc,0.0,0.0,GasA,2.0,N,1152,2,1.0,0.0,NoGarage,0.0,WD ,82000,53,53,2.0,0.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Gable,CompShg,MetalSd,BrkFace,210.0,2.0,CBlock,3.0,1562.0,GasA,3.0,Y,1567,2,3.0,4.0,Attchd,1.0,WD ,256000,43,1,3.0,6.0
Pave,Lvl,Inside,OldTown,Artery,1Fam,2Story,7,Hip,CompShg,VinylSd,None,0.0,2.0,PConc,3.0,650.0,GasA,4.0,Y,1482,1,2.0,0.0,Detchd,1.0,WD ,143000,89,21,2.0,6.0
Pave,HLS,Inside,Timber,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1689.0,GasA,4.0,Y,1689,2,3.0,0.0,Attchd,3.0,New,231713,1,0,2.0,6.0
Pave,Lvl,FR2,Gilbert,Norm,2fmCon,1Story,5,Gable,CompShg,HdBoard,None,0.0,2.0,CBlock,4.0,1100.0,GasW,2.0,Y,1424,1,2.0,0.0,2Types,1.0,WD ,155000,38,17,3.0,9.0
Pave,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,None,0.0,2.0,CBlock,3.0,816.0,GasA,4.0,Y,816,1,2.0,0.0,Attchd,1.0,WD ,128500,25,25,2.0,3.0
Pave,Lvl,Corner,SWISU,Norm,1Fam,1Story,7,Gable,CompShg,WdShing,BrkFace,174.0,2.0,BrkTil,3.0,1228.0,GasA,4.0,Y,1424,2,2.0,4.0,Attchd,1.0,WD ,168000,87,58,2.0,3.0
Pave,Lvl,CulDSac,NAmes,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,BrkFace,138.0,2.0,CBlock,3.0,725.0,GasA,3.0,Y,1479,1,3.0,0.0,Attchd,3.0,WD ,184000,35,3,3.0,6.0
Pave,Lvl,Inside,NAmes,Artery,2fmCon,SFoyer,5,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,1025.0,GasA,2.0,Y,1025,1,2.0,0.0,NoGarage,0.0,WD ,124000,44,44,2.0,0.0
Pave,Lvl,Inside,NWAmes,PosA,1Fam,1Story,6,Hip,CompShg,HdBoard,BrkFace,571.0,2.0,CBlock,3.0,1442.0,GasA,2.0,Y,1442,2,2.0,3.0,Attchd,2.0,WD ,185000,39,39,2.0,6.0
Pave,Lvl,Corner,Gilbert,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,BrkFace,40.0,3.0,PConc,4.0,1406.0,GasA,4.0,Y,1936,2,3.0,3.0,Attchd,2.0,WD ,230500,6,6,3.0,6.0
Pave,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,BrkFace,227.0,2.0,PConc,4.0,1054.0,GasA,4.0,Y,1939,2,3.0,3.0,Attchd,2.0,WD ,227000,8,8,4.0,9.0
Pave,Lvl,FR2,CollgCr,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,738.0,GasA,4.0,Y,1476,2,3.0,0.0,Attchd,3.0,WD ,173500,4,4,4.0,6.0
Pave,Lvl,Inside,NAmes,Feedr,1Fam,SFoyer,5,Gable,CompShg,HdBoard,None,0.0,2.0,CBlock,4.0,833.0,GasA,3.0,Y,898,1,2.0,0.0,Attchd,2.0,WD ,140000,38,38,2.0,3.0
Pave,Lvl,Corner,Somerst,Feedr,1Fam,1Story,8,Hip,CompShg,VinylSd,None,0.0,3.0,PConc,5.0,1460.0,GasA,4.0,Y,1460,2,3.0,4.0,Attchd,3.0,WD ,247000,2,1,2.0,6.0
Pave,Lvl,CulDSac,Sawyer,Norm,1Fam,SFoyer,6,Gable,CompShg,Plywood,BrkFace,23.0,2.0,CBlock,4.0,456.0,GasA,2.0,Y,1034,1,2.0,2.0,Basment,3.0,WD ,149900,31,31,2.0,6.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,BrkFace,180.0,2.0,CBlock,4.0,864.0,GasA,4.0,Y,1174,1,2.0,0.0,Attchd,1.0,WD ,158000,30,30,2.0,6.0
Pave,Lvl,FR2,Somerst,Norm,TwnhsE,2Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,530.0,GasA,4.0,Y,1080,2,3.0,0.0,Attchd,2.0,WD ,147110,7,7,3.0,6.0
Pave,Bnk,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,None,0.0,2.0,BrkTil,3.0,780.0,GasA,2.0,Y,1376,2,2.0,4.0,Detchd,1.0,WD ,119500,69,56,2.0,3.0
Pave,HLS,Inside,Crawfor,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,840.0,GasA,4.0,Y,1567,1,2.0,3.0,Detchd,1.0,WD ,205000,69,59,3.0,6.0
Pave,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,4.0,736.0,GasA,4.0,Y,1534,1,3.0,0.0,NoGarage,0.0,WD ,148000,112,8,2.0,0.0
Pave,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CompShg,CemntBd,None,0.0,3.0,PConc,4.0,1595.0,GasA,4.0,Y,1616,2,3.0,3.0,Attchd,2.0,WD ,236500,15,14,3.0,6.0
Pave,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,None,0.0,2.0,BrkTil,2.0,1058.0,GasA,2.0,Y,1551,2,1.0,0.0,Detchd,1.0,WD ,137000,68,56,3.0,2.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,960.0,GasA,3.0,Y,960,1,2.0,0.0,Attchd,2.0,WD ,122000,54,54,2.0,3.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,1302.0,GasA,4.0,Y,1302,2,3.0,0.0,Attchd,3.0,New,176485,0,0,2.0,6.0
Pave,Lvl,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,None,0.0,2.0,BrkTil,3.0,816.0,GasA,2.0,Y,816,1,2.0,0.0,Detchd,1.0,WD ,109000,81,56,1.0,2.0
Pave,Lvl,Inside,GrnHill,Norm,TwnhsE,1Story,7,Gable,CompShg,Wd Sdng,BrkFace,239.0,3.0,PConc,4.0,1502.0,GasA,4.0,Y,1502,1,3.0,3.0,Attchd,3.0,WD ,330000,9,9,3.0,3.0
Pave,Bnk,Inside,OldTown,Artery,1Fam,1Story,6,Gable,CompShg,VinylSd,None,0.0,2.0,PConc,3.0,192.0,GasA,3.0,N,1133,1,2.0,0.0,Detchd,1.0,WD ,143000,0,0,2.0,3.0
Pave,Lvl,Inside,NoRidge,Norm,1Fam,2Story,9,Gable,CompShg,MetalSd,BrkFace,422.0,3.0,PConc,5.0,1408.0,GasA,4.0,Y,3078,2,3.0,3.0,Attchd,3.0,WD ,410000,9,9,4.0,9.0
Pave,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,BrkFace,105.0,3.0,PConc,4.0,928.0,GasA,4.0,Y,1721,2,3.0,0.0,Attchd,2.0,WD ,201000,13,13,4.0,6.0
Pave,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,4,Gable,CompShg,VinylSd,None,0.0,2.0,BrkTil,2.0,1077.0,GasA,2.0,Y,1760,1,2.0,3.0,Detchd,1.0,COD,80000,96,56,2.0,4.0
Pave,Lvl,Inside,Crawfor,Norm,1Fam,2Story,6,Gambrel,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,1028.0,GasA,4.0,Y,2320,2,3.0,3.0,Detchd,1.0,WD ,259500,62,5,4.0,3.0
Pave,Lvl,Inside,Timber,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,BrkFace,94.0,3.0,PConc,4.0,1122.0,GasA,4.0,Y,2486,3,3.0,4.0,BuiltIn,3.0,WD ,279900,4,3,5.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,CompShg,BrkFace,None,0.0,2.0,CBlock,3.0,1246.0,GasA,4.0,Y,1246,1,3.0,0.0,Attchd,2.0,WD ,154000,51,16,3.0,3.0
Pave,Low,CulDSac,ClearCr,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,BrkCmn,472.0,3.0,CBlock,4.0,1444.0,GasA,3.0,Y,2144,2,3.0,3.0,Attchd,3.0,WD ,277000,49,1,3.0,6.0
Pave,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,5,Gable,CompShg,BrkFace,None,0.0,2.0,BrkTil,3.0,799.0,GasA,4.0,N,1150,1,2.0,3.0,BuiltIn,1.0,WD ,128000,64,56,1.0,3.0
Pave,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,Stone,640.0,3.0,PConc,4.0,1566.0,GasA,4.0,Y,1600,2,3.0,4.0,Attchd,2.0,WD ,256300,2,2,2.0,9.0
Pave,HLS,Inside,Crawfor,Norm,1Fam,1.5Fin,4,Gable,CompShg,AsbShng,None,0.0,2.0,BrkTil,3.0,930.0,GasA,4.0,Y,1755,2,3.0,3.0,Detchd,1.0,WD ,188000,77,4,2.0,2.0
Pave,Lvl,Inside,Timber,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,BrkFace,630.0,3.0,PConc,5.0,1800.0,GasA,4.0,Y,1800,2,3.0,4.0,Attchd,3.0,WD ,312500,4,4,3.0,9.0
Pave,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,CompShg,MetalSd,None,0.0,3.0,PConc,4.0,600.0,GasA,4.0,Y,1200,2,3.0,0.0,Detchd,2.0,WD ,151000,6,5,3.0,6.0
Pave,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,5,Gable,CompShg,HdBoard,BrkFace,376.0,2.0,CBlock,3.0,765.0,GasA,4.0,Y,1365,1,2.0,0.0,Detchd,1.0,WD ,122500,36,36,3.0,6.0
Pave,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,835.0,GasA,4.0,Y,1696,2,3.0,0.0,Attchd,2.0,WD ,188000,5,5,4.0,6.0
Pave,Lvl,Corner,CollgCr,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,945.0,GasA,4.0,Y,1809,2,3.0,0.0,Attchd,2.0,New,209700,1,0,3.0,6.0
Pave,HLS,Inside,StoneBr,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,BrkFace,945.0,3.0,PConc,5.0,2220.0,GasA,4.0,Y,2234,1,3.0,4.0,Attchd,2.0,WD ,441929,1,1,3.0,6.0
Pave,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,BrkFace,120.0,3.0,PConc,4.0,886.0,GasA,4.0,Y,1680,2,3.0,0.0,Attchd,2.0,WD ,163000,15,14,4.0,6.0
Pave,Low,Inside,ClearCr,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,BrkFace,157.0,2.0,CBlock,3.0,832.0,GasA,3.0,Y,2087,2,3.0,0.0,Attchd,3.0,WD ,187500,41,0,3.0,6.0
Pave,Lvl,FR3,CollgCr,Feedr,1Fam,1Story,8,Gable,CompShg,VinylSd,BrkFace,260.0,3.0,PConc,4.0,1462.0,GasA,4.0,Y,1513,2,3.0,3.0,Attchd,3.0,WD ,220000,10,9,3.0,6.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,949.0,GasA,2.0,Y,1107,1,3.0,0.0,Attchd,2.0,WD ,127000,40,14,2.0,3.0
Pave,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,None,0.0,2.0,Slab,0.0,0.0,GasA,4.0,Y,827,1,2.0,1.0,Detchd,1.0,WD ,107500,55,3,1.0,3.0
Pave,Lvl,Inside,OldTown,Norm,1Fam,2.5Unf,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,742.0,GasA,4.0,Y,1484,2,2.0,4.0,NoGarage,0.0,WD ,128000,94,7,2.0,0.0
Pave,Bnk,Inside,OldTown,Artery,1Fam,1Story,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,2.0,680.0,GasA,3.0,N,764,1,2.0,0.0,Detchd,1.0,WD ,73000,83,4,1.0,6.0
Pave,HLS,Inside,NridgHt,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,BrkFace,562.0,3.0,PConc,5.0,1792.0,GasA,4.0,Y,1792,2,4.0,4.0,Attchd,3.0,WD ,374000,3,2,3.0,9.0
Pave,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,BrkFace,1110.0,3.0,PConc,5.0,1479.0,GasA,4.0,Y,2649,2,3.0,3.0,Attchd,3.0,WD ,421250,7,6,4.0,9.0
Pave,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,2.0,PConc,4.0,808.0,GasA,3.0,Y,1593,2,2.0,3.0,BuiltIn,2.0,WD ,178000,17,16,3.0,6.0
Pave,Lvl,Inside,Edwards,Norm,1Fam,SFoyer,4,Gable,CompShg,Plywood,None,0.0,2.0,CBlock,4.0,1138.0,GasA,2.0,Y,1181,2,2.0,0.0,Detchd,2.0,WD ,137500,36,36,3.0,6.0
Pave,Lvl,Corner,NoRidge,Norm,1Fam,1Story,8,Hip,CompShg,HdBoard,BrkFace,554.0,3.0,PConc,4.0,1986.0,GasA,4.0,Y,1987,2,3.0,3.0,Attchd,3.0,WD ,301500,14,14,3.0,6.0
Pave,Bnk,Inside,SWISU,Feedr,1Fam,2Story,6,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,3.0,583.0,GasA,3.0,Y,1242,1,2.0,4.0,Detchd,1.0,WD ,105000,74,59,2.0,2.0
Pave,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,Hip,CompShg,HdBoard,BrkFace,203.0,2.0,CBlock,3.0,976.0,GasA,2.0,Y,976,1,3.0,2.0,Attchd,2.0,WD ,157500,38,2,2.0,6.0
Pave,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,Gable,CompShg,AsbShng,None,0.0,2.0,CBlock,3.0,969.0,GasA,2.0,N,1214,1,2.0,0.0,Detchd,1.0,WD ,117000,106,57,1.0,3.0
Pave,Lvl,Inside,NAmes,Artery,1Fam,1Story,5,Gable,CompShg,Wd Sdng,None,0.0,2.0,CBlock,3.0,864.0,GasA,3.0,Y,864,1,2.0,0.0,Attchd,1.0,WD ,105000,44,44,2.0,3.0
Pave,Lvl,Inside,SWISU,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,None,0.0,2.0,BrkTil,3.0,1064.0,GasA,4.0,Y,1639,1,2.0,0.0,Detchd,1.0,WD ,115000,72,58,1.0,3.0
Pave,Lvl,Inside,NridgHt,Norm,1Fam,1Story,9,Gable,CompShg,VinylSd,Stone,302.0,4.0,PConc,5.0,1736.0,GasA,4.0,Y,1736,2,4.0,4.0,Attchd,2.0,WD ,360000,1,1,2.0,9.0
Pave,Bnk,Inside,SawyerW,Norm,Duplex,1Story,5,Gable,CompShg,Plywood,None,0.0,2.0,Slab,0.0,0.0,GasA,2.0,Y,1535,2,2.0,0.0,Attchd,1.0,WD ,118858,30,30,2.0,6.0
Pave,Lvl,Inside,NWAmes,Feedr,1Fam,2Story,6,Hip,CompShg,HdBoard,BrkFace,252.0,2.0,CBlock,3.0,800.0,GasA,3.0,Y,1632,1,3.0,0.0,Attchd,1.0,WD ,173000,42,8,3.0,6.0
Pave,Lvl,Corner,OldTown,Norm,1Fam,1Story,3,Gable,CompShg,VinylSd,None,0.0,2.0,BrkTil,3.0,630.0,GasA,2.0,Y,725,1,2.0,0.0,Detchd,1.0,WD ,78500,119,11,2.0,3.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,840.0,GasA,4.0,Y,1720,2,3.0,4.0,Attchd,3.0,WD ,183500,3,3,3.0,6.0
Pave,Bnk,Inside,OldTown,Norm,2fmCon,1Story,4,Gable,CompShg,MetalSd,None,0.0,1.0,CBlock,2.0,936.0,GasA,2.0,N,936,1,2.0,0.0,Detchd,1.0,WD ,93000,56,56,1.0,6.0
Pave,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,8,Hip,CompShg,VinylSd,BrkFace,72.0,3.0,PConc,4.0,1406.0,GasA,4.0,Y,1589,2,3.0,3.0,Attchd,3.0,WD ,226500,4,4,3.0,9.0
Pave,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,None,0.0,3.0,PConc,4.0,799.0,GasA,3.0,Y,1571,2,2.0,3.0,Attchd,2.0,WD ,178000,16,15,3.0,6.0
Pave,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,BrkFace,167.0,3.0,PConc,4.0,1453.0,GasA,4.0,Y,1479,2,3.0,0.0,Attchd,2.0,WD ,226000,4,4,3.0,6.0
Pave,Lvl,Inside,Mitchel,Norm,1Fam,2Story,5,Gable,CompShg,VinylSd,BrkFace,178.0,3.0,CBlock,3.0,784.0,GasA,4.0,Y,1632,1,2.0,3.0,Attchd,2.0,WD ,173000,40,40,2.0,6.0
Pave,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,None,0.0,2.0,CBlock,3.0,864.0,GasA,3.0,Y,864,1,2.0,1.0,Detchd,1.0,WD ,62383,44,44,1.0,3.0
Pave,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,Stone,268.0,4.0,PConc,5.0,1452.0,GasA,4.0,Y,2713,2,4.0,4.0,Attchd,3.0,New,446261,0,0,4.0,9.0
Pave,Lvl,Inside,SWISU,Feedr,1Fam,2Story,7,Gable,CompShg,Wd Sdng,None,0.0,2.0,BrkTil,3.0,624.0,GasA,4.0,Y,1479,1,3.0,4.0,Detchd,1.0,WD ,160000,80,9,2.0,3.0
Pave,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Hip,CompShg,VinylSd,BrkFace,24.0,3.0,PConc,4.0,1393.0,GasA,4.0,Y,1576,2,3.0,3.0,Attchd,2.0,WD ,219990,4,4,3.0,9.0
Pave,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,BrkFace,125.0,3.0,PConc,4.0,1468.0,GasA,4.0,Y,1479,2,3.0,0.0,Attchd,2.0,WD ,191000,9,8,2.0,6.0
Pave,Bnk,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,None,0.0,2.0,PConc,3.0,756.0,GasA,2.0,N,1060,1,2.0,4.0,Detchd,1.0,WD ,136500,82,13,2.0,2.0
Pave,Lvl,CulDSac,Edwards,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,None,0.0,2.0,Slab,0.0,0.0,GasA,2.0,N,943,1,3.0,0.0,Detchd,1.0,WD ,80000,49,13,1.0,3.0
Pave,Lvl,Corner,NWAmes,Norm,1Fam,1.5Fin,7,Gable,CompShg,HdBoard,BrkFace,178.0,3.0,PConc,4.0,1204.0,GasA,3.0,Y,2183,2,3.0,0.0,Attchd,1.0,WD ,229000,18,18,3.0,9.0
Pave,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,BrkFace,246.0,3.0,PConc,4.0,1050.0,GasA,4.0,Y,1949,2,3.0,3.0,Attchd,3.0,WD ,236000,17,16,4.0,6.0
Pave,HLS,Inside,Timber,PosA,1Fam,1Story,10,Hip,CompShg,MetalSd,BrkFace,242.0,4.0,PConc,5.0,1824.0,GasA,4.0,Y,1824,2,4.0,4.0,Attchd,3.0,New,392000,1,0,2.0,9.0
Pave,Lvl,Inside,IDOTRR,Norm,1Fam,2Story,6,Gable,CompShg,Plywood,None,0.0,2.0,CBlock,3.0,720.0,GasA,1.0,Y,1930,2,2.0,0.0,Attchd,1.0,WD ,149000,82,59,3.0,3.0
Pave,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,10,Gable,CompShg,BrkFace,None,0.0,4.0,PConc,4.0,970.0,GasA,4.0,Y,2393,2,4.0,3.0,Attchd,3.0,WD ,345000,10,9,4.0,6.0
